Zip Code,COUNTYNAME,STATENAME
10131,New York,New York
10132,New York,New York
10133,New York,New York
10138,New York,New York
10149,New York,New York
10150,New York,New York
10151,New York,New York
10152,New York,New York
10153,New York,New York
10154,New York,New York
10155,New York,New York
10156,New York,New York
10157,New York,New York
10158,New York,New York
10159,New York,New York
10160,New York,New York
10161,New York,New York
10162,New York,New York
10163,New York,New York
10164,New York,New York
10165,New York,New York
10166,New York,New York
10167,New York,New York
10168,New York,New York
10169,New York,New York
10170,New York,New York
10171,New York,New York
10172,New York,New York
10173,New York,New York
10174,New York,New York
10175,New York,New York
10176,New York,New York
10177,New York,New York
10178,New York,New York
10179,New York,New York
10184,New York,New York
10185,New York,New York
10196,New York,New York
10197,New York,New York
10199,New York,New York
10203,New York,New York
10211,New York,New York
10212,New York,New York
10213,New York,New York
10242,New York,New York
10249,New York,New York
10256,New York,New York
10257,New York,New York
10258,New York,New York
10259,New York,New York
10260,New York,New York
10261,New York,New York
10265,New York,New York
10268,New York,New York
10269,New York,New York
10270,New York,New York
10271,New York,New York
10272,New York,New York
10273,New York,New York
10274,New York,New York
10275,New York,New York
10276,New York,New York
10277,New York,New York
10278,New York,New York
10279,New York,New York
10280,New York,New York
10281,New York,New York
10282,New York,New York
10285,New York,New York
10286,New York,New York
10292,New York,New York
10301,Richmond,New York
10302,Richmond,New York
10303,Richmond,New York
10304,Richmond,New York
10305,Richmond,New York
10306,Richmond,New York
10307,Richmond,New York
10308,Richmond,New York
10309,Richmond,New York
10310,Richmond,New York
10311,Richmond,New York
10312,Richmond,New York
10313,Richmond,New York
10314,Richmond,New York
10451,Bronx,New York
10452,Bronx,New York
10453,Bronx,New York
10454,Bronx,New York
10455,Bronx,New York
10456,Bronx,New York
10457,Bronx,New York
10458,Bronx,New York
10459,Bronx,New York
10460,Bronx,New York
10461,Bronx,New York
10462,Bronx,New York
10463,Bronx,New York
10464,Bronx,New York
10465,Bronx,New York
10466,Bronx,New York
10467,Bronx,New York
10468,Bronx,New York
10469,Bronx,New York
10470,Bronx,New York
10471,Bronx,New York
10472,Bronx,New York
10473,Bronx,New York
10474,Bronx,New York
10475,Bronx,New York
10499,Bronx,New York
10501,Westchester,New York
10502,Westchester,New York
10503,Westchester,New York
10504,Westchester,New York
10505,Westchester,New York
10506,Westchester,New York
10507,Westchester,New York
10509,Putnam,New York
10510,Westchester,New York
10511,Westchester,New York
10512,Putnam,New York
10514,Westchester,New York
10516,Putnam,New York
10517,Westchester,New York
10518,Westchester,New York
10519,Westchester,New York
10520,Westchester,New York
10521,Westchester,New York
10522,Westchester,New York
10523,Westchester,New York
10524,Putnam,New York
10526,Westchester,New York
10527,Westchester,New York
10528,Westchester,New York
10530,Westchester,New York
10532,Westchester,New York
10533,Westchester,New York
10535,Westchester,New York
10536,Westchester,New York
10537,Putnam,New York
10538,Westchester,New York
10540,Westchester,New York
10541,Putnam,New York
10542,Putnam,New York
10543,Westchester,New York
10545,Westchester,New York
10546,Westchester,New York
10547,Westchester,New York
10548,Westchester,New York
10549,Westchester,New York
10550,Westchester,New York
10551,Westchester,New York
10552,Westchester,New York
10553,Westchester,New York
10557,Westchester,New York
10558,Westchester,New York
10560,Westchester,New York
10562,Westchester,New York
10566,Westchester,New York
10567,Westchester,New York
10570,Westchester,New York
10571,Westchester,New York
10572,Westchester,New York
10573,Westchester,New York
10576,Westchester,New York
10577,Westchester,New York
10578,Westchester,New York
10579,Putnam,New York
10580,Westchester,New York
10583,Westchester,New York
10587,Westchester,New York
10588,Westchester,New York
10589,Westchester,New York
10590,Westchester,New York
10591,Westchester,New York
10594,Westchester,New York
10595,Westchester,New York
10596,Westchester,New York
10597,Westchester,New York
10598,Westchester,New York
10601,Westchester,New York
10602,Westchester,New York
10603,Westchester,New York
10604,Westchester,New York
10605,Westchester,New York
10606,Westchester,New York
10607,Westchester,New York
10610,Westchester,New York
10701,Westchester,New York
10702,Westchester,New York
10703,Westchester,New York
10704,Westchester,New York
10705,Westchester,New York
10706,Westchester,New York
10707,Westchester,New York
10708,Westchester,New York
10709,Westchester,New York
10710,Westchester,New York
10801,Westchester,New York
10802,Westchester,New York
10803,Westchester,New York
10804,Westchester,New York
10805,Westchester,New York
10901,Rockland,New York
10910,Orange,New York
10911,Rockland,New York
10912,Orange,New York
10913,Rockland,New York
10914,Orange,New York
10915,Orange,New York
10916,Orange,New York
10917,Orange,New York
10918,Orange,New York
10919,Orange,New York
10920,Rockland,New York
10921,Orange,New York
10922,Orange,New York
10923,Rockland,New York
10924,Orange,New York
10925,Orange,New York
10926,Orange,New York
10927,Rockland,New York
10928,Orange,New York
10930,Orange,New York
10931,Rockland,New York
10932,Orange,New York
10933,Orange,New York
10940,Orange,New York
10941,Orange,New York
10943,Orange,New York
10949,Orange,New York
10950,Orange,New York
10952,Rockland,New York
10953,Orange,New York
10954,Rockland,New York
10956,Rockland,New York
10958,Orange,New York
10959,Orange,New York
10960,Rockland,New York
10962,Rockland,New York
10963,Orange,New York
10964,Rockland,New York
10965,Rockland,New York
10968,Rockland,New York
10969,Orange,New York
10970,Rockland,New York
10973,Orange,New York
10974,Rockland,New York
10975,Orange,New York
10976,Rockland,New York
10977,Rockland,New York
10979,Orange,New York
10980,Rockland,New York
10981,Orange,New York
10982,Rockland,New York
10983,Rockland,New York
10984,Rockland,New York
10985,Orange,New York
10986,Rockland,New York
10987,Orange,New York
10988,Orange,New York
10989,Rockland,New York
10990,Orange,New York
10992,Orange,New York
10993,Rockland,New York
10994,Rockland,New York
10996,Orange,New York
10997,Orange,New York
10998,Orange,New York
11001,Nassau,New York
11002,Nassau,New York
11003,Nassau,New York
11004,Queens,New York
11005,Queens,New York
11010,Nassau,New York
11020,Nassau,New York
11021,Nassau,New York
11022,Nassau,New York
11023,Nassau,New York
11024,Nassau,New York
11025,Nassau,New York
11026,Nassau,New York
11027,Nassau,New York
11030,Nassau,New York
11040,Nassau,New York
11041,Nassau,New York
11042,Nassau,New York
11043,Nassau,New York
11044,Nassau,New York
11050,Nassau,New York
11051,Nassau,New York
11052,Nassau,New York
11053,Nassau,New York
11054,Nassau,New York
11055,Nassau,New York
11096,Nassau,New York
11099,Nassau,New York
11101,Queens,New York
11102,Queens,New York
11103,Queens,New York
11104,Queens,New York
11105,Queens,New York
11106,Queens,New York
11109,Queens,New York
11120,Queens,New York
11201,Kings,New York
11202,Kings,New York
11203,Kings,New York
11204,Kings,New York
11205,Kings,New York
11206,Kings,New York
11207,Kings,New York
11208,Kings,New York
11209,Kings,New York
11210,Kings,New York
11211,Kings,New York
11212,Kings,New York
11213,Kings,New York
11214,Kings,New York
11215,Kings,New York
11216,Kings,New York
11217,Kings,New York
11218,Kings,New York
11219,Kings,New York
11220,Kings,New York
11221,Kings,New York
11222,Kings,New York
11223,Kings,New York
11224,Kings,New York
11225,Kings,New York
11226,Kings,New York
11228,Kings,New York
11229,Kings,New York
11230,Kings,New York
11231,Kings,New York
11232,Kings,New York
11233,Kings,New York
11234,Kings,New York
11235,Kings,New York
11236,Kings,New York
11237,Kings,New York
11238,Kings,New York
11239,Kings,New York
11240,Kings,New York
11241,Kings,New York
11242,Kings,New York
11243,Kings,New York
11244,Kings,New York
11245,Kings,New York
11247,Kings,New York
11248,Kings,New York
11249,Kings,New York
11251,Kings,New York
11252,Kings,New York
11254,Kings,New York
11255,Kings,New York
11256,Kings,New York
11351,Queens,New York
11352,Queens,New York
11354,Queens,New York
11355,Queens,New York
11356,Queens,New York
11357,Queens,New York
11358,Queens,New York
11359,Queens,New York
11360,Queens,New York
11361,Queens,New York
11362,Queens,New York
11363,Queens,New York
11364,Queens,New York
11365,Queens,New York
11366,Queens,New York
11367,Queens,New York
11368,Queens,New York
11369,Queens,New York
11370,Queens,New York
11371,Queens,New York
11372,Queens,New York
11373,Queens,New York
11374,Queens,New York
11375,Queens,New York
11377,Queens,New York
11378,Queens,New York
11379,Queens,New York
11380,Queens,New York
11381,Queens,New York
11385,Queens,New York
11386,Queens,New York
11390,Queens,New York
11405,Queens,New York
11411,Queens,New York
11412,Queens,New York
11413,Queens,New York
11414,Queens,New York
11415,Queens,New York
11416,Queens,New York
11417,Queens,New York
11418,Queens,New York
11419,Queens,New York
11420,Queens,New York
11421,Queens,New York
11422,Queens,New York
11423,Queens,New York
11424,Queens,New York
11425,Queens,New York
11426,Queens,New York
11427,Queens,New York
11428,Queens,New York
11429,Queens,New York
11430,Queens,New York
11431,Queens,New York
11432,Queens,New York
11433,Queens,New York
11434,Queens,New York
11435,Queens,New York
11436,Queens,New York
11439,Queens,New York
11451,Queens,New York
11499,Queens,New York
11501,Nassau,New York
11507,Nassau,New York
11509,Nassau,New York
11510,Nassau,New York
11514,Nassau,New York
11516,Nassau,New York
11518,Nassau,New York
11520,Nassau,New York
11530,Nassau,New York
11531,Nassau,New York
11535,Nassau,New York
11536,Nassau,New York
11542,Nassau,New York
11545,Nassau,New York
11547,Nassau,New York
11548,Nassau,New York
11549,Nassau,New York
11550,Nassau,New York
11551,Nassau,New York
11552,Nassau,New York
11553,Nassau,New York
11554,Nassau,New York
11555,Nassau,New York
11556,Nassau,New York
11557,Nassau,New York
11558,Nassau,New York
11559,Nassau,New York
11560,Nassau,New York
11561,Nassau,New York
11563,Nassau,New York
11565,Nassau,New York
11566,Nassau,New York
11568,Nassau,New York
11569,Nassau,New York
11570,Nassau,New York
11571,Nassau,New York
11572,Nassau,New York
11575,Nassau,New York
11576,Nassau,New York
11577,Nassau,New York
11579,Nassau,New York
11580,Nassau,New York
11581,Nassau,New York
11582,Nassau,New York
11590,Nassau,New York
11592,Nassau,New York
11594,Nassau,New York
11595,Nassau,New York
11596,Nassau,New York
11597,Nassau,New York
11598,Nassau,New York
11599,Nassau,New York
11690,Queens,New York
11691,Queens,New York
11692,Queens,New York
11693,Queens,New York
11694,Queens,New York
11695,Queens,New York
11697,Queens,New York
11701,Suffolk,New York
11702,Suffolk,New York
11703,Suffolk,New York
11704,Suffolk,New York
11705,Suffolk,New York
11706,Suffolk,New York
11707,Suffolk,New York
11708,Suffolk,New York
11709,Nassau,New York
11710,Nassau,New York
11713,Suffolk,New York
11714,Nassau,New York
11715,Suffolk,New York
11716,Suffolk,New York
11717,Suffolk,New York
11718,Suffolk,New York
11719,Suffolk,New York
11720,Suffolk,New York
11721,Suffolk,New York
11722,Suffolk,New York
11724,Suffolk,New York
11725,Suffolk,New York
11726,Suffolk,New York
11727,Suffolk,New York
11729,Suffolk,New York
11730,Suffolk,New York
11731,Suffolk,New York
11732,Nassau,New York
11733,Suffolk,New York
11735,Nassau,New York
11736,Nassau,New York
11737,Nassau,New York
11738,Suffolk,New York
11739,Suffolk,New York
11740,Suffolk,New York
11741,Suffolk,New York
11742,Suffolk,New York
11743,Suffolk,New York
11746,Suffolk,New York
11747,Suffolk,New York
11749,Suffolk,New York
11750,Suffolk,New York
11751,Suffolk,New York
11752,Suffolk,New York
11753,Nassau,New York
11754,Suffolk,New York
11755,Suffolk,New York
11756,Nassau,New York
11757,Suffolk,New York
11758,Nassau,New York
11760,Suffolk,New York
11762,Nassau,New York
11763,Suffolk,New York
11764,Suffolk,New York
11765,Nassau,New York
11766,Suffolk,New York
11767,Suffolk,New York
11768,Suffolk,New York
11769,Suffolk,New York
11770,Suffolk,New York
11771,Nassau,New York
11772,Suffolk,New York
11773,Nassau,New York
11774,Nassau,New York
11775,Suffolk,New York
11776,Suffolk,New York
11777,Suffolk,New York
11778,Suffolk,New York
11779,Suffolk,New York
11780,Suffolk,New York
11782,Suffolk,New York
11783,Nassau,New York
11784,Suffolk,New York
11786,Suffolk,New York
11787,Suffolk,New York
11788,Suffolk,New York
11789,Suffolk,New York
11790,Suffolk,New York
11791,Nassau,New York
11792,Suffolk,New York
11793,Nassau,New York
11794,Suffolk,New York
11795,Suffolk,New York
11796,Suffolk,New York
11797,Nassau,New York
11798,Suffolk,New York
11801,Nassau,New York
11802,Nassau,New York
11803,Nassau,New York
11804,Nassau,New York
11815,Nassau,New York
11819,Nassau,New York
11853,Nassau,New York
11854,Nassau,New York
11855,Nassau,New York
11901,Suffolk,New York
11930,Suffolk,New York
11931,Suffolk,New York
11932,Suffolk,New York
11933,Suffolk,New York
11934,Suffolk,New York
11935,Suffolk,New York
11937,Suffolk,New York
11939,Suffolk,New York
11940,Suffolk,New York
11941,Suffolk,New York
11942,Suffolk,New York
11944,Suffolk,New York
11946,Suffolk,New York
11947,Suffolk,New York
11948,Suffolk,New York
11949,Suffolk,New York
11950,Suffolk,New York
11951,Suffolk,New York
11952,Suffolk,New York
11953,Suffolk,New York
11954,Suffolk,New York
11955,Suffolk,New York
11956,Suffolk,New York
11957,Suffolk,New York
11958,Suffolk,New York
11959,Suffolk,New York
11960,Suffolk,New York
11961,Suffolk,New York
11962,Suffolk,New York
11963,Suffolk,New York
11964,Suffolk,New York
11965,Suffolk,New York
11967,Suffolk,New York
11968,Suffolk,New York
11969,Suffolk,New York
11970,Suffolk,New York
11971,Suffolk,New York
11972,Suffolk,New York
11973,Suffolk,New York
11975,Suffolk,New York
11976,Suffolk,New York
11977,Suffolk,New York
11978,Suffolk,New York
11980,Suffolk,New York
12007,Albany,New York
12008,Schenectady,New York
12009,Albany,New York
12010,Montgomery,New York
12015,Greene,New York
12016,Montgomery,New York
12017,Columbia,New York
12018,Rensselaer,New York
12019,Saratoga,New York
12020,Saratoga,New York
12022,Rensselaer,New York
12023,Albany,New York
12024,Rensselaer,New York
12025,Fulton,New York
12027,Saratoga,New York
12028,Rensselaer,New York
12029,Columbia,New York
12031,Schoharie,New York
12032,Fulton,New York
12033,Rensselaer,New York
12035,Schoharie,New York
12036,Schoharie,New York
12037,Columbia,New York
12040,Rensselaer,New York
12041,Albany,New York
12042,Greene,New York
12043,Schoharie,New York
12045,Albany,New York
12046,Albany,New York
12047,Albany,New York
12050,Columbia,New York
12051,Greene,New York
12052,Rensselaer,New York
12053,Schenectady,New York
12054,Albany,New York
12055,Albany,New York
12056,Schenectady,New York
12057,Rensselaer,New York
12058,Greene,New York
12059,Albany,New York
12060,Columbia,New York
12061,Rensselaer,New York
12062,Rensselaer,New York
12063,Rensselaer,New York
12064,Otsego,New York
12065,Saratoga,New York
12066,Montgomery,New York
12067,Albany,New York
12068,Montgomery,New York
12069,Montgomery,New York
12070,Montgomery,New York
12071,Schoharie,New York
12072,Montgomery,New York
12073,Schoharie,New York
12074,Saratoga,New York
12075,Columbia,New York
12076,Schoharie,New York
12077,Albany,New York
12078,Fulton,New York
12082,Rensselaer,New York
12083,Greene,New York
12084,Albany,New York
12085,Albany,New York
12086,Montgomery,New York
12087,Greene,New York
12089,Rensselaer,New York
12090,Rensselaer,New York
12092,Schoharie,New York
12093,Schoharie,New York
12094,Rensselaer,New York
12095,Fulton,New York
12106,Columbia,New York
12107,Albany,New York
12108,Hamilton,New York
12110,Albany,New York
12115,Columbia,New York
12116,Otsego,New York
12117,Fulton,New York
12118,Saratoga,New York
12120,Albany,New York
12121,Rensselaer,New York
12122,Schoharie,New York
12123,Rensselaer,New York
12124,Greene,New York
12125,Columbia,New York
12128,Albany,New York
12130,Columbia,New York
12131,Schoharie,New York
12132,Columbia,New York
12133,Rensselaer,New York
12134,Fulton,New York
12136,Columbia,New York
12137,Schenectady,New York
12138,Rensselaer,New York
12139,Hamilton,New York
12140,Rensselaer,New York
12141,Schenectady,New York
12143,Albany,New York
12144,Rensselaer,New York
12147,Albany,New York
12148,Saratoga,New York
12149,Schoharie,New York
12150,Schenectady,New York
12151,Saratoga,New York
12153,Rensselaer,New York
12154,Rensselaer,New York
12155,Otsego,New York
12156,Rensselaer,New York
12157,Schoharie,New York
12158,Albany,New York
12159,Albany,New York
12160,Schoharie,New York
12161,Albany,New York
12164,Hamilton,New York
12165,Columbia,New York
12166,Montgomery,New York
12167,Delaware,New York
12168,Rensselaer,New York
12169,Rensselaer,New York
12170,Saratoga,New York
12172,Columbia,New York
12173,Columbia,New York
12174,Columbia,New York
12175,Schoharie,New York
12176,Greene,New York
12177,Montgomery,New York
12180,Rensselaer,New York
12181,Rensselaer,New York
12182,Rensselaer,New York
12183,Albany,New York
12184,Columbia,New York
12185,Rensselaer,New York
12186,Albany,New York
12187,Schoharie,New York
12188,Saratoga,New York
12189,Albany,New York
12190,Hamilton,New York
12192,Greene,New York
12193,Albany,New York
12194,Schoharie,New York
12195,Columbia,New York
12196,Rensselaer,New York
12197,Otsego,New York
12198,Rensselaer,New York
12201,Albany,New York
12202,Albany,New York
12203,Albany,New York
12204,Albany,New York
12205,Albany,New York
12206,Albany,New York
12207,Albany,New York
12208,Albany,New York
12209,Albany,New York
12210,Albany,New York
12211,Albany,New York
12212,Albany,New York
12214,Albany,New York
12220,Albany,New York
12222,Albany,New York
12223,Albany,New York
12224,Albany,New York
12225,Albany,New York
12226,Albany,New York
12227,Albany,New York
12228,Albany,New York
12229,Albany,New York
12230,Albany,New York
12231,Albany,New York
12232,Albany,New York
12233,Albany,New York
12234,Albany,New York
12235,Albany,New York
12236,Albany,New York
12237,Albany,New York
12238,Albany,New York
12239,Albany,New York
12240,Albany,New York
12241,Albany,New York
12242,Albany,New York
12243,Albany,New York
12244,Albany,New York
12245,Albany,New York
12246,Albany,New York
12247,Albany,New York
12248,Albany,New York
12249,Albany,New York
12250,Albany,New York
12252,Albany,New York
12255,Albany,New York
12256,Albany,New York
12257,Albany,New York
12260,Albany,New York
12261,Albany,New York
12288,Albany,New York
12301,Schenectady,New York
12302,Schenectady,New York
12303,Schenectady,New York
12304,Schenectady,New York
12305,Schenectady,New York
12306,Schenectady,New York
12307,Schenectady,New York
12308,Schenectady,New York
12309,Schenectady,New York
12325,Schenectady,New York
12345,Schenectady,New York
12401,Ulster,New York
12402,Ulster,New York
12404,Ulster,New York
12405,Greene,New York
12406,Delaware,New York
12407,Greene,New York
12409,Ulster,New York
12410,Ulster,New York
12411,Ulster,New York
12412,Ulster,New York
12413,Greene,New York
12414,Greene,New York
12416,Ulster,New York
12417,Ulster,New York
12418,Greene,New York
12419,Ulster,New York
12420,Ulster,New York
12421,Delaware,New York
12422,Greene,New York
12423,Greene,New York
12424,Greene,New York
12427,Greene,New York
12428,Ulster,New York
12429,Ulster,New York
12430,Delaware,New York
12431,Greene,New York
12432,Ulster,New York
12433,Ulster,New York
12434,Delaware,New York
12435,Ulster,New York
12436,Greene,New York
12438,Delaware,New York
12439,Greene,New York
12440,Ulster,New York
12441,Ulster,New York
12442,Greene,New York
12443,Ulster,New York
12444,Greene,New York
12446,Ulster,New York
12448,Ulster,New York
12449,Ulster,New York
12450,Greene,New York
12451,Greene,New York
12452,Greene,New York
12453,Ulster,New York
12454,Greene,New York
12455,Delaware,New York
12456,Ulster,New York
12457,Ulster,New York
12458,Ulster,New York
12459,Delaware,New York
12460,Greene,New York
12461,Ulster,New York
12463,Greene,New York
12464,Ulster,New York
12465,Ulster,New York
12466,Ulster,New York
12468,Greene,New York
12469,Albany,New York
12470,Greene,New York
12471,Ulster,New York
12472,Ulster,New York
12473,Greene,New York
12474,Delaware,New York
12475,Ulster,New York
12477,Ulster,New York
12480,Ulster,New York
12481,Ulster,New York
12482,Greene,New York
12483,Ulster,New York
12484,Ulster,New York
12485,Greene,New York
12486,Ulster,New York
12487,Ulster,New York
12489,Ulster,New York
12490,Ulster,New York
12491,Ulster,New York
12492,Greene,New York
12493,Ulster,New York
12494,Ulster,New York
12495,Ulster,New York
12496,Greene,New York
12498,Ulster,New York
12501,Dutchess,New York
12502,Columbia,New York
12503,Columbia,New York
12504,Dutchess,New York
12506,Dutchess,New York
12507,Dutchess,New York
12508,Dutchess,New York
12510,Dutchess,New York
12511,Dutchess,New York
12512,Dutchess,New York
12513,Columbia,New York
12514,Dutchess,New York
12515,Ulster,New York
12516,Columbia,New York
12517,Columbia,New York
12518,Orange,New York
12520,Orange,New York
12521,Columbia,New York
12522,Dutchess,New York
12523,Columbia,New York
12524,Dutchess,New York
12525,Ulster,New York
12526,Columbia,New York
12527,Dutchess,New York
12528,Ulster,New York
12529,Columbia,New York
12530,Columbia,New York
12531,Dutchess,New York
12533,Dutchess,New York
12534,Columbia,New York
12537,Dutchess,New York
12538,Dutchess,New York
12540,Dutchess,New York
12541,Columbia,New York
12542,Ulster,New York
12543,Orange,New York
12544,Columbia,New York
12545,Dutchess,New York
12546,Dutchess,New York
12547,Ulster,New York
12548,Ulster,New York
12549,Orange,New York
12550,Orange,New York
12551,Orange,New York
12552,Orange,New York
12553,Orange,New York
12555,Orange,New York
12561,Ulster,New York
12563,Putnam,New York
12564,Dutchess,New York
12565,Columbia,New York
12566,Orange,New York
12567,Dutchess,New York
12568,Ulster,New York
12569,Dutchess,New York
12570,Dutchess,New York
12571,Dutchess,New York
12572,Dutchess,New York
12574,Dutchess,New York
12575,Orange,New York
12577,Orange,New York
12578,Dutchess,New York
12580,Dutchess,New York
12581,Dutchess,New York
12582,Dutchess,New York
12583,Dutchess,New York
12584,Orange,New York
12585,Dutchess,New York
12586,Orange,New York
12588,Ulster,New York
12589,Ulster,New York
12590,Dutchess,New York
12592,Dutchess,New York
12593,Columbia,New York
12594,Dutchess,New York
12601,Dutchess,New York
12602,Dutchess,New York
12603,Dutchess,New York
12604,Dutchess,New York
12701,Sullivan,New York
12719,Sullivan,New York
12720,Sullivan,New York
12721,Sullivan,New York
12722,Sullivan,New York
12723,Sullivan,New York
12724,Sullivan,New York
12725,Sullivan,New York
12726,Sullivan,New York
12727,Sullivan,New York
12729,Orange,New York
12732,Sullivan,New York
12733,Sullivan,New York
12734,Sullivan,New York
12736,Sullivan,New York
12737,Sullivan,New York
12738,Sullivan,New York
12740,Sullivan,New York
12741,Sullivan,New York
12742,Sullivan,New York
12743,Sullivan,New York
12745,Sullivan,New York
12746,Orange,New York
12747,Sullivan,New York
12748,Sullivan,New York
12749,Sullivan,New York
12750,Sullivan,New York
12751,Sullivan,New York
12752,Sullivan,New York
12754,Sullivan,New York
12758,Sullivan,New York
12759,Sullivan,New York
12760,Sullivan,New York
12762,Sullivan,New York
12763,Sullivan,New York
12764,Sullivan,New York
12765,Sullivan,New York
12766,Sullivan,New York
12767,Sullivan,New York
12768,Sullivan,New York
12769,Sullivan,New York
12770,Sullivan,New York
12771,Orange,New York
12775,Sullivan,New York
12776,Sullivan,New York
12777,Sullivan,New York
12778,Sullivan,New York
12779,Sullivan,New York
12780,Orange,New York
12781,Sullivan,New York
12783,Sullivan,New York
12784,Sullivan,New York
12785,Sullivan,New York
12786,Sullivan,New York
12787,Sullivan,New York
12788,Sullivan,New York
12789,Sullivan,New York
12790,Sullivan,New York
12791,Sullivan,New York
12792,Sullivan,New York
12801,Warren,New York
12803,Saratoga,New York
12804,Warren,New York
12808,Warren,New York
12809,Washington,New York
12810,Warren,New York
12811,Warren,New York
12812,Hamilton,New York
12814,Warren,New York
12815,Warren,New York
12816,Washington,New York
12817,Warren,New York
12819,Washington,New York
12820,Warren,New York
12821,Washington,New York
12822,Saratoga,New York
12823,Washington,New York
12824,Warren,New York
12827,Washington,New York
12828,Washington,New York
12831,Saratoga,New York
12832,Washington,New York
12833,Saratoga,New York
12834,Washington,New York
12835,Saratoga,New York
12836,Warren,New York
12837,Washington,New York
12838,Washington,New York
12839,Washington,New York
12841,Washington,New York
12842,Hamilton,New York
12843,Warren,New York
12844,Warren,New York
12845,Warren,New York
12846,Warren,New York
12847,Hamilton,New York
12848,Washington,New York
12849,Washington,New York
12850,Saratoga,New York
12851,Essex,New York
12852,Essex,New York
12853,Warren,New York
12854,Washington,New York
12855,Essex,New York
12856,Warren,New York
12857,Essex,New York
12858,Essex,New York
12859,Saratoga,New York
12860,Warren,New York
12861,Washington,New York
12862,Warren,New York
12863,Saratoga,New York
12864,Hamilton,New York
12865,Washington,New York
12866,Saratoga,New York
12870,Essex,New York
12871,Saratoga,New York
12872,Essex,New York
12873,Washington,New York
12874,Warren,New York
12878,Warren,New York
12879,Essex,New York
12883,Essex,New York
12884,Saratoga,New York
12885,Warren,New York
12886,Warren,New York
12887,Washington,New York
12901,Clinton,New York
12903,Clinton,New York
12910,Clinton,New York
12911,Clinton,New York
12912,Clinton,New York
12913,Essex,New York
12914,Franklin,New York
12915,Franklin,New York
12916,Franklin,New York
12917,Franklin,New York
12918,Clinton,New York
12919,Clinton,New York
12920,Franklin,New York
12921,Clinton,New York
12922,Saint Lawrence,New York
12923,Clinton,New York
12924,Clinton,New York
12926,Franklin,New York
12927,Saint Lawrence,New York
12928,Essex,New York
12929,Clinton,New York
12930,Franklin,New York
12932,Essex,New York
12933,Clinton,New York
12934,Clinton,New York
12935,Clinton,New York
12936,Essex,New York
12937,Franklin,New York
12939,Franklin,New York
12941,Essex,New York
12942,Essex,New York
12943,Essex,New York
12944,Clinton,New York
12945,Franklin,New York
12946,Essex,New York
12949,Saint Lawrence,New York
12950,Essex,New York
12952,Clinton,New York
12953,Franklin,New York
12955,Clinton,New York
12956,Essex,New York
12957,Franklin,New York
12958,Clinton,New York
12959,Clinton,New York
12960,Essex,New York
12961,Essex,New York
12962,Clinton,New York
12964,Essex,New York
12965,Saint Lawrence,New York
12966,Franklin,New York
12967,Saint Lawrence,New York
12969,Franklin,New York
12970,Franklin,New York
12972,Clinton,New York
12973,Saint Lawrence,New York
12974,Essex,New York
12975,Essex,New York
12976,Franklin,New York
12977,Essex,New York
12978,Clinton,New York
12979,Clinton,New York
12980,Franklin,New York
12981,Clinton,New York
12983,Franklin,New York
12985,Clinton,New York
12986,Franklin,New York
12987,Essex,New York
12989,Franklin,New York
12992,Clinton,New York
12993,Essex,New York
12995,Franklin,New York
12996,Essex,New York
12997,Essex,New York
12998,Essex,New York
13020,Onondaga,New York
13021,Cayuga,New York
13022,Cayuga,New York
13024,Cayuga,New York
13026,Cayuga,New York
13027,Onondaga,New York
13028,Oswego,New York
13029,Onondaga,New York
13030,Onondaga,New York
13031,Onondaga,New York
13032,Madison,New York
13033,Cayuga,New York
13034,Cayuga,New York
13035,Madison,New York
13036,Oswego,New York
13037,Madison,New York
13039,Onondaga,New York
13040,Cortland,New York
13041,Onondaga,New York
13042,Oswego,New York
13043,Madison,New York
13044,Oswego,New York
13045,Cortland,New York
13051,Onondaga,New York
13052,Madison,New York
13053,Tompkins,New York
13054,Oneida,New York
13056,Cortland,New York
13057,Onondaga,New York
13060,Onondaga,New York
13061,Madison,New York
13062,Tompkins,New York
13063,Onondaga,New York
13064,Cayuga,New York
13065,Seneca,New York
13066,Onondaga,New York
13068,Tompkins,New York
13069,Oswego,New York
13071,Cayuga,New York
13072,Madison,New York
13073,Tompkins,New York
13074,Oswego,New York
13076,Oswego,New York
13077,Cortland,New York
13078,Onondaga,New York
13080,Onondaga,New York
13081,Cayuga,New York
13082,Onondaga,New York
13083,Oswego,New York
13084,Onondaga,New York
13087,Cortland,New York
13088,Onondaga,New York
13089,Onondaga,New York
13090,Onondaga,New York
13092,Tompkins,New York
13093,Oswego,New York
13101,Cortland,New York
13102,Tompkins,New York
13103,Oswego,New York
13104,Onondaga,New York
13107,Oswego,New York
13108,Onondaga,New York
13110,Onondaga,New York
13111,Cayuga,New York
13112,Onondaga,New York
13113,Cayuga,New York
13114,Oswego,New York
13115,Oswego,New York
13116,Onondaga,New York
13117,Cayuga,New York
13118,Cayuga,New York
13119,Onondaga,New York
13120,Onondaga,New York
13121,Oswego,New York
13122,Madison,New York
13123,Oneida,New York
13124,Chenango,New York
13126,Oswego,New York
13131,Oswego,New York
13132,Oswego,New York
13134,Madison,New York
13135,Oswego,New York
13136,Chenango,New York
13137,Onondaga,New York
13138,Onondaga,New York
13139,Cayuga,New York
13140,Cayuga,New York
13141,Cortland,New York
13142,Oswego,New York
13143,Wayne,New York
13144,Oswego,New York
13145,Oswego,New York
13146,Wayne,New York
